bccgcoD_0;bpaadD_0;bpcgrU_0;bpcinV_0;bpcnuM_0;bprnaM_0;crN_0;credattiM_0;ctY_0;cuR_0;naF_0;ostauZ_0;ptE_0;reP_0;reP_1;teL_0;tsccoD_0;upddattiM_0;vacbpR_0
;01;4111P-BESSIOKOI;4111PROSUMA;4111P-BESSIOKOI;PROSUMA CASH IVOIRE BESSIOKOI; ;2022-06-14T00:19:24; ;XOF;5011806 N;1000000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-12-13T21:55:46;NOR
;C1;4111BONPRIX;4111BONPRIX;4111P-BONPRIXZ4;PROSUMA BON PRIX CAH CASH ZONE 4; ;2025-04-12T03:25:54;ABIDJAN;XOF; ;70000000.0;FRCHQ30FM10;OLGA;OLGA; ;200;2025-05-27T21:26:21;NOR
;C1;4111PROSUMA;4111PROSUMA;4111P-CASHABOBO;PROSUMA CASHIVOIRE ABOBO; ;2025-03-11T04:49:18;ABIDJAN;XOF; ;70000000.0;CH15JFIN15;OLGA;OLGA; ; ;2025-04-23T21:11:15;NOR
;C1;4111PROSUMA;4111PROSUMA;4111P-CASHIVOIR;PROSUMA CASH IVOIRE PORT BOUET; ;2024-06-12T07:34:17;ABIDJAN;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASHKOUMA;PROSUMA CASH IVOIRE KOUMASSI AGOUTI; ;2023-04-26T20:51:03; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINO2PL;PROSUMA CASINO 2 PLATEAUX; ;2023-06-30T06:05:57; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINOALL;PROSUMA CASINO ALLABRA; ;2023-06-30T06:08:14; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINOAMB;PROSUMA CASINO AMBASSADE; ;2023-05-23T01:32:31; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;C1;4111PROSUMA;4111PROSUMA;4111P-CASINOANG;PROSUMA CASINO ANGRE; ;2024-03-09T02:07:21;ABIDJAN;XOF; ;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINOBIE;PROSUMA CASINO BIETRY; ;2023-05-23T01:37:24; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINODAN;PROSUMA CASINO DANGA; ;2023-05-23T01:43:51; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-CASINOKOU;PROSUMA CASINO KOUMASSI; ;2023-05-23T01:41:01; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-COCODY;PROSUMA CASH IVOIRE COCODY; ;2022-06-14T00:21:26; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-COMPLEXE;PROSUMA COMPLEXE; ;2022-11-04T04:20:24; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111P-DEPARENTH;4111P-DEPARENTH;4111P-DEPARENTH;P DE PARENTHESE;CI-ABJ032022B1310740;2023-07-08T03:26:33;MARCORY;XOF;2300519F;2000000.0;CHFM10;CODJO;OLGA;2721342156;400;2024-10-05T07:15:42;AIRSI
;01;4111P-DJEKONAN;4111PROSUMA;4111P-DJEKONAN;PROSUMA CASH IVOIRE DJE KONAN KOUMA; ;2022-11-04T04:18:16; ;XOF;5011806 N;300000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-12-12T04:27:02;NOR
;01;4111P-DOKUI;4111PROSUMA;4111P-DOKUI;PROSUMA CASH IVOIRE DOKUI; ;2022-10-18T02:33:02; ;XOF;5011806 N;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-20T06:10:56;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-HYPERCASI;PROSUMA HYPER CASINO PRIMA; ;2023-06-30T06:02:52; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-HYPERHAYA;PROSUMA HYPER HAYAT ; ;2023-06-30T20:57:00; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111P-LIBERTE;4111PROSUMA;4111P-LIBERTE;PROSUMA CASH IVOIRE LIBERTE; ;2022-10-27T22:28:08; ;XOF;5011806 N;0.0;CH15JFIN15;OLGA;OLGA; ;200;2024-05-13T00:09:51;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-MANDMARCO;PROSUMA MANDARINE MARCORY; ;2023-05-23T01:46:39; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111P-PALMERAIE;4111PROSUMA;4111P-PALMERAIE;PROSUMA CASH IVOIRE PALMERAIE; ;2022-11-03T03:00:52; ;XOF;5011806 N;0.0;CH15JFIN15;OLGA;OLGA; ;200;2024-05-13T00:09:51;NOR
;01;4111P-REMBLAIS;4111PROSUMA;4111P-REMBLAIS;PROSUMA CASH IVOIRE REMBLAIS; ;2022-10-18T02:34:59; ;XOF;5011806 N;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-30T05:01:36;NOR
;01;4111P-SAGUIDIBA;4111PROSUMA;4111P-SAGUIDIBA;PROSUMA CASH IVOIRE SAGUIDIBA ; ;2022-06-14T00:22:58; ;XOF;5011806 N;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-12-17T04:58:18;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-SICOGI;PROSUMA CASH IVOIRE SICOGI; ;2022-11-02T23:15:20; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-SUPERU;PROSUMA SUPER U DJIBI ; ;2023-06-30T04:21:35; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111PROSUMA;4111PROSUMA;4111P-TERM81-82;PROSUMA CASH IVOIRE TERMINUS 81-82; ;2022-09-06T07:54:08; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-04-23T21:11:15;NOR
;01;4111P-TOITROUGE;4111PROSUMA;4111P-TOITROUGE;PROSUMA CASH IVOIRE TOIT ROUGE; ;2022-08-02T22:32:32; ;XOF;5011806 N;1000000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-09T23:02:38;NOR
;01;4111P-YOPMAROC;4111PROSUMA;4111P-YOPMAROC;PROSUMA CASH IVOIRE YOP MAROC; ;2022-11-04T22:12:23; ;XOF;5011806 N;500000.0;CH15JFIN15;OLGA;OLGA; ;200;2024-11-06T21:18:03;NOR
;01;4111PACIFIC;4111PACIFIC;4111PACIFIC;PACIFIC PALISADES;CI-ABJ-2016-B-26603;2021-11-19T04:17:32;ABIDJAN;XOF; ;10000000.0;FRCHQ30FAC;CODJO;OLGA; ;400;2025-05-15T21:17:26;NOR
;01;4111PACOME;4111PACOME;4111PACOME;PEHI PACOME; ;2022-02-18T02:09:47;ABIDJAN;XOF; ;1000000.0;CC1;SYNA; ; ;300;2024-08-10T05:50:19;AIRSI
;01;4111PAILLOTE;4111PAILLOTE;4111PAILLOTE;HOTEL LA PAILLOTE; ;2021-11-26T04:50:11;ASSINIE;XOF; ;1000000.0;CC1;ASSAMOI;OLGA; ;400;2024-07-02T05:40:53;NOR
;01;4111PAIN;4111PAIN;4111PAIN;PAIN DU QUOTIDIEN;CI-ABJ-2020-B-09462;2021-11-24T20:27:43; ;XOF;2028558 A;300000.0;FRCHQ30FM10;DABA;OLGA; ;400;2024-08-13T07:22:28;NOR
;C1;4111PALAIS;4111PALAIS;4111PALAIS;LE PALAIS D'AKASSA;CIABJ-032022B1309273;2024-04-19T05:41:35;ABIDJAN;XOF; ;500000.0;CC1;CODJO;OLGA;0777002020;400;2025-05-14T02:12:49;AIRSI
;01;4111PALMIERS;4111PALMIERS;4111PALMIERS;PALMIERS D'EDEN;CI-ABJ032015A1021324;2022-11-28T23:51:48; ;XOF;1543804S;300000.0;CC1;DABA;OLGA;0709128375;400;2024-05-13T00:09:51;AIRSI
;01;4111PANIERLOCAL;4111PANIERLOCAL;4111PANIERLOCAL;LE PANIER LOCAL;CIABJ032021A1000642;2022-10-13T22:16:43; ;XOF;2155797 W;1000000.0;CH10;SERGEMOTTO;OLGA;0708087303;100;2024-10-16T04:59:50;NOR
;01;4111PAON;4111PAON;4111PAON;RESTAURANT LE PAON;CI-ABJ-2019-B-05471;2021-12-18T02:40:41; ;XOF;1914097 C;1000000.0;CHFM10;DABA;OLGA; ;400;2025-03-11T00:20:47;NOR
;01;4111PARENTHESE;4111PARENTHESE;4111PARENTHESE;PARENTHESE FOOD AND BEVERAGE ;CI-ABJ-2018-B-24493;2023-03-21T04:28:49;MARCORY;XOF;1848000M;3000000.0;CHFM10;CODJO;OLGA; ;400;2025-05-15T23:18:17;NOR
;01;4111PASTA;4111PASTA;4111PASTA;PASTA & PIZZA; ;2021-12-23T22:58:48; ;XOF; ;2000000.0;CHFM10;CODJO;OLGA; ;400;2025-03-13T17:40:38;NOR
;C1;4111PATISSERIE;4111PATISSERIE;4111PATISSERIE;LA PATISSERIE NT  ;CIABJ03-2021-B13-051;2024-05-01T06:07:44;ABIDJAN;XOF;2167489W;2000000.0;CH10;DABA;OLGA;0708115953;400;2024-09-20T21:27:09;NOR
;01;4111PATRICE;4111PATRICE;4111PATRICE;N'GUESSAN KOUADIO PATRICE; ;2022-02-28T23:03:19; ;XOF; ;1000000.0;CC1;SYNA; ; ;300;2022-03-02T20:14:48;AIRSI
;01;4111PDM;4111PDM;4111PDM;PRODUITS DU MONDE SARL;CI-ABJ-2020-B-17096;2023-05-23T21:17:37;COCODY RIVIERA GOLF;XOF;2052379N;250000.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111PELLEGRINI;4111PELLEGRINI;4111PELLEGRINI;PELLEGRINI CATERING OVERSEAS SA;CHE-137.573.762;2023-07-15T04:10:54; ;XOF; ;30000000.0;FRCHQ30FAC-;OLGA;OLGA; ;100;2024-05-13T00:09:51;NOR
;01;4111PENIEL;4111PENIEL;4111PENIEL;PENIEL COMPAGNIE; ;2022-03-24T03:55:07; ;XOF;1108355K;10000000.0;CH15DFAC;SERGEMOTTO;OLGA;0707993299;100;2024-12-26T22:26:09;NOR
;C1;4111PEPCI;4111PEPCI;4111PEPCI;PEPCI PREMUIM ENERGIE PARTNERS CI;CI-ABJ-03-2017B14176;2024-03-15T21:24:33;ABIDJAN;XOF; ;1000000.0;CC1;SERAPHIN;OLGA;0707934477;900;2025-03-26T03:26:15;AIRSI
;C1;4111PEPCISTPIER;4111PEPCISTPIER;4111PEPCISTPIER;PETROCI ST PIERRE;CIABJ03-2023B12-0603;2024-10-03T21:22:23;ABIDJAN;XOF;2304773W;250000.0;CC1;SERAPHIN;OLGA;0707011299;900;2025-06-16T21:13:20;AIRSI
;C1;4111PERFEKTYS;4111PERFEKTYS;4111PERFEKTYS;PERFEKTYS;CIABJ-03-2022-BB-060;2024-04-20T00:41:30;ABIDJAN;XOF;2242681;5000000.0;CC1;SERGEMOTTO;OLGA;0707577696;100;2024-10-16T20:45:42;AIRSI
;01;4111PERSONNEL;4111PERSONNEL;4111PERSONNEL;PERSONNEL DE SANGEL; ;2022-01-10T21:42:48;ABIDJAN;XOF; ;10000000.0;CC1;OLGA;OLGA; ;300;2025-02-04T20:43:36;NOR
;C1;4111PETIT-P;4111PETIT-P;4111PETIT-P;PETIT PLAISIR; ;2023-10-28T00:57:33;ABIDJAN;XOF; ;500000.0;CC1;CODJO;OLGA; ;400;2024-08-13T07:19:23;AIRSI
;C1;4111PETITBEDON;4111PETITBEDON;4111PETITBEDON;LE PETIT BEDON;CIGRDBSM-2023-A-5476;2024-11-28T03:11:19;ABIDJAN;XOF;2304869R;0.0;CC1;CODJO;OLGA;0709989825;400;2024-11-28T03:11:19;AIRSI
;01;4111PETITPRIX;4111PETITPRIX;4111PETITPRIX;PETIT PRIX;CI-ABJ-2018-B-28072;2021-10-27T21:45:17;ABIDJAN;XOF;1862964Z;1000000.0;CC1;PHILGENCE; ;0708169582;200;2021-12-06T21:31:45;NOR
;C1;4111PETRO-9TRAN;4111PETRO-9TRAN;4111PETRO-9TRAN;PETRO IVOIRE 9E TRANCHE;CIABJ03-2022-B12-003;2025-03-19T21:57:50;ABIDJAN;XOF;2211182N;500000.0;CC1;SERAPHIN;OLGA;0709387567;900;2025-03-19T21:57:50;AIRSI
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-ABATT;PETRO-IVOIRE ABATTA;CI-ABJ-1994-B-175581;2023-02-24T02:36:41;ABIDJAN;XOF;94022809 K;0.0;CH10;SERAPHIN;OLGA; ;900;2025-02-09T02:52:37;NOR
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-ANGRE;PETRO-IVOIRE ANGRE;CI-ABJ-1994-B-175581;2022-03-02T04:01:47;ABIDJAN;XOF;94022809 K;0.0;CH15DFAC;SERAPHIN;OLGA; ;900;2025-02-09T02:52:43;NOR
;01;4111PETRO-BASSA;4111PETRO-IVOIR;4111PETRO-BASSA;PETRO-IVOIRE ROUTE DE BASSAM;CI-ABJ-1994-B-175581;2022-04-20T23:10:40;ABIDJAN;XOF;94022809 K;250000.0;CH15DFAC;SERAPHIN;OLGA; ;900;2025-02-09T02:54:49;NOR
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-IVOIR;PETRO-IVOIRE DIRECTION;CI-ABJ-1994-B-175581;2021-11-20T04:52:00;ABIDJAN;XOF;94022809 K;2500000.0;CH10;SERAPHIN;OLGA; ;900;2025-05-24T05:51:06;NOR
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-JACQU;PETRO-IVOIRE SAINT JACQUES;CI-ABJ-1994-B-175581;2022-03-02T03:57:37;ABIDJAN;XOF;94022809 K;0.0;CH15DFAC;SERAPHIN;OLGA; ;900;2025-02-09T02:53:01;NOR
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-MPOUT;PETRO-IVOIRE MPOUTO;CI-ABJ-1994-B-175581;2022-03-02T03:51:13;ABIDJAN;XOF;94022809 K;0.0;CH15DFAC;SERAPHIN;OLGA; ;900;2025-02-09T02:53:06;NOR
;01;4111PETRO-IVOIR;4111PETRO-IVOIR;4111PETRO-TERM;PETRO-IVOIRE TERMINUS 81;CI-ABJ-1994-B-175581;2022-03-02T03:59:56;ABIDJAN;XOF;94022809 K;0.0;CH15DFAC;SERAPHIN;OLGA; ;900;2025-02-09T02:53:12;NOR
;C1;4111PETRODISTRI;4111PETRODISTRI;4111PETRODISTRI;PETRO DISTRIBUTION;CIABJ-2020-B-14634;2025-05-14T07:04:35;ABIDJAN;XOF;2244736W;500000.0;CC1;SERGEMOTTO;OLGA;0140557676;100;2025-05-15T22:08:12;AIRSI
;C1;4111PETROLIUM;4111PETROLIUM;4111PETROLIUM;DISTRI PETROLIUM;CI-ABJ-2020B12944;2024-03-15T23:06:04;ABIDJAN;XOF; ;250000.0;CC1;SERAPHIN;OLGA;0787272852;900;2025-06-12T04:19:39;AIRSI
;01;4111PHILOMENE;4111PHILOMENE;4111PHILOMENE;OZOUA PHILOMENE; ;2023-02-03T00:05:11;ABIDJAN;XOF; ;2000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111PIGA;4111PIGA;4111PIGA;PIGA HOLDING;C1-ABJ032023B1303621;2024-07-24T23:29:58;ABIDJAN;XOF;2301608S;1000000.0;CH10;CODJO;OLGA;0758289654;400;2025-04-02T21:19:18;AIRSI
;C1;4111PIZZADOR;4111PIZZADOR;4111PIZZADOR;LA PIZZA D'OR; ;2025-01-14T21:53:24;ABIDJAN;XOF;2119045T;0.0;CC1;CODJO;OLGA;0707515858;400;2025-01-14T21:53:24;AIRSI
;01;4111PIZZAHUT;4111PIZZAHUT;4111PIZZAHUT;SOPHARA INTERNATIONAL;CI-ABJ-2018-B-03727;2021-10-13T05:00:21;ABIDJAN;XOF;1845696U;0.0;CC1;SERGEMOTTO;OLGA; ;400;2024-05-13T00:09:51;NOR
;C1;4111PIZZAMAMA;4111PIZZAMAMA;4111PIZZAMAMA;PIZZA MAMA;CIABJ03-2023B1313545;2024-06-12T03:47:33;ABIDJAN;XOF; ;1500000.0;CH1;CODJO;OLGA;07110117;400;2024-12-19T21:16:21;AIRSI
;01;4111PIZZAPLUS;4111PIZZAPLUS;4111PIZZAPLUS;PIZZA PLUS ; ;2022-06-17T23:30:54; ;XOF; ;300000.0;CC1;DABA;OLGA;0709347560;400;2024-08-13T07:31:12;NOR
;C2;4111PIZZERIA;4111PIZZERIA;4111PIZZERIA;RESTAURANT PIZZARIA L'ELITE;CI-DAB012023A100093;2023-11-07T21:27:51;JACQUEVILLE;XOF;2304061Q;500000.0;CC1;ASSAMOI;OLGA; ;400;2024-05-13T00:09:51;NOR
;C1;4111PLAISIR;4111PLAISIR;4111PLAISIR;PLAISIR D'ACHAT; ;2023-12-20T02:21:10;ABIDJAN;XOF; ;250000.0;CC1;TOURE;OLGA;0173276980;200;2024-06-15T22:54:33;AIRSI
;CI;4111CI-SUPER;4111CI-SUPER;4111PLAZA;GARDEN PLAZA; ;2023-10-25T01:41:35;ABIDJAN COCODY-ANGRE;XOF;2114866J;150000000.0;FRCHQ30FAC-;OLGA;OLGA; ;200;2025-07-08T03:22:15;NOR
;01;4111PLUS;4111PLUS;4111PLUS;LA MAISONNEE PLUS;CI-ABJ-3317;2021-08-31T05:01:10;ABIDJAN;XOF;0913110T;500000.0;CH15JFIN15;DAHAN;OLGA;0749493969;200;2025-06-24T07:08:38;NOR
;C1;4111PLUTUS;4111PLUTUS;4111PLUTUS; ;CIABJ03-2024-M-42226;2025-05-06T00:53:09;ABIDJAN;XOF;2244475C;1000000.0;CC1;OLGA;OLGA;0170144949;400;2025-05-06T00:53:09;AIRSI
;CI;4111PRIX-BAS;4111PRIX-BAS;4111PRIX-BAS;PRIX BAS SARL;CI-GRD-BSM2021B11975;2023-08-04T22:29:23;GRAND-BASSAM;XOF;2205475E;250000.0;CC1;TOURE;OLGA; ;200;2024-05-13T00:09:51;AIRSI
;01;4111SOCOCE;4111SOCOCE;4111PROCASH-YOP;SOCOCE PRO CASH YOPOUGON;CI-ABJ-2019-B-21883;2023-04-20T22:54:40; ;XOF;1973269P;35000000.0;FRCHQ30FM15;OLGA;OLGA;2721243663;200;2025-02-10T23:41:05;NOR
;C1;4111PROMARKET;4111PROMARKET;4111PROMARKET;PRO MARKET SARL;CIBGDBSM2024B7610;2024-11-26T03:51:11;ABIDJAN;XOF;2404527R;1000000.0;CC1;TOURE;OLGA;0708171825;200;2025-01-18T00:52:31;AIRSI
;01;4111PROSUMA;4111PROSUMA;4111PROSUMA;PROSUMA; ;2022-02-24T19:40:57; ;XOF;5011806 N;70000000.0;CH15JFIN15;OLGA;OLGA; ;200;2025-05-28T06:02:03;NOR
;01;4111PROXY;4111PROXY;4111PROXY;PROXY MARKET;CI-ABJ-2019-B-03055;2021-09-02T01:32:49;ABIDJAN;XOF;1908241K;0.0;CH1;OCTAVIE;OLGA;0768333345;200;2025-05-13T00:22:46;NOR
;C1;4111PULLMAN;4111PULLMAN;4111PULLMAN;PULLMAN HOTELS; ;2024-01-06T08:25:57;ABIDJAN;XOF; ;500000.0;CH15;ASSAMOI;OLGA; ;400;2024-10-05T00:29:47;NOR
;01;4111QUEEN-KAYO;4111QUEEN-KAYO;4111QUEEN-KAYO;QUEEN KAYO;CI-ABJ-2013-A-5214;2022-09-23T21:02:38; ;XOF; ;250000.0;CC1;TOURE;OLGA;0575118368;200;2025-01-18T00:53:51;NOR
;C1;4111RAMOS;4111RAMOS;4111RAMOS;SUPER MARCHE RAMOS PLUS;CI-ABJ2019B06587;2023-12-01T20:49:55;ABIDJAN;XOF;1916204;500000.0;ES3;PHILGENCE;OLGA; ;200;2025-05-16T21:30:09;NOR
;C2;4111RAN-HOTEL;4111RAN-HOTEL;4111RAN-HOTEL;SIPF HOTELLERIE -RAN HOTEL;190414/95;2024-03-01T01:11:09; ;XOF;9001502G;3000000.0;CH10;OLGA;OLGA; ;400;2024-12-28T01:52:33;NOR
;C1;4111RANMA;4111RANMA;4111RANMA;ETS AL RANMA;CI-ABJ2010A33162;2023-12-13T00:09:17;BINGERVILLE;XOF; ;250000.0;CC1;TOURE;OLGA;0556557848;200;2024-05-13T00:09:51;AIRSI
;C1;4111RAWDA;4111RAWDA;4111RAWDA;GROUPE RAWDA SARL ;CIABJ2019-B-23513;2024-06-12T06:07:53;ABIDJAN;XOF;1989129U;500000.0;CC1;PHILGENCE;OLGA;0707240039;200;2024-08-23T05:37:19;AIRSI
;C1;4111REMBLAIS;4111KADERIM;4111REMBLAIS;COCO MARKET REMBLAIS;CI-ABJ-03-2021-B12-0;2024-03-06T07:12:20;ABIDJAN;XOF;2170933 Z;4500000.0;CH20;OLGA;OLGA; ;200;2024-11-05T02:49:49;NOR
;01;4111REMOTE;4111REMOTE;4111REMOTE;REMOTE SERVICES;CI-ABJ-2012-B-3703;2021-12-22T02:18:30; ;XOF;1214033 M;0.0;CHFM10;SERGEMOTTO;OLGA; ;100;2024-08-13T06:42:32;NOR
;C1;4111RESIDENCE;4111RESIDENCE;4111RESIDENCE;RESIDENCE DE FRANCE; ;2023-09-29T20:54:48;ABIDJAN;XOF; ;500000.0;CC1;ASSAMOI;OLGA; ;400;2024-05-13T00:09:51;AIRSI
;C1;4111RESTAUPRO;4111RESTAUPRO;4111RESTAUPRO;RESTAU-PRO;CIABJ2011B9014;2024-03-19T05:47:59;ABIDJAN;XOF;1202342L;300000.0;FRCHQ30FAC;DABA;OLGA;0758945085;400;2025-04-04T00:13:37;AIRSI
;01;4111RESTO-PLUS;4111RESTO-PLUS;4111RESTO-PLUS;RESTO-PLUS;CI-ABJ-2008-B-257114;2023-03-27T20:47:00;COCODY-BONOUMIN;XOF;0040991F;1000000.0;CHFM10;SERGEMOTTO;OLGA; ;100;2024-08-03T03:53:30;NOR
;01;4111RETPECHE;4111RETPECHE;4111RETPECHE;RETOUR DE PECHE SARL;CI-ABJ-2018-B-24588;2021-08-02T22:59:55; ;XOF;1848263L;1000000.0;CC1;SYNA;SYNA;0707670404;300;2024-05-13T00:09:51;AIRSI
;C1;4111REZAM;4111REZAM;4111REZAM;REZAM ; ;2024-08-22T07:22:10;ABIDJAN;XOF; ;5000000.0;CC1;CODJO;OLGA;0707708174;100;2024-08-22T07:22:10;AIRSI
;01;4111RIFAT;4111RIFAT;4111RIFAT;RIFAT ALI; ;2022-02-14T22:47:59; ;XOF; ;300000.0;CH15JFIN15;DABA;OLGA; ;400;2024-08-13T07:31:32;NOR
;01;4111RODRIGUE;4111RODRIGUE;4111RODRIGUE;KOUASSI RODRIGUE; ;2022-12-15T00:26:10; ;XOF; ;1000000.0;CC1;SYNA;OLGA; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111ROIDUPAIN;4111ROIDUPAIN;4111ROIDUPAIN;ROI DU PAIN;CIABJ 032023A1000575;2024-11-15T00:23:20;ABIDJAN;XOF;2300656D;2000000.0;CH15DFAC;DABA;OLGA;0707638077;400;2025-01-14T08:24:57;NOR
;01;4111ROLAND;4111ROLAND;4111ROLAND;KOFFI ROLAND; ;2022-03-26T04:19:31;ABIDJAN;XOF; ;1000000.0;CC1;SYNA; ; ;300;2024-05-13T00:09:51;AIRSI
;C1;4111ROMARIC;4111ROMARIC;4111ROMARIC;BAKARY KOBENAN ROMARIC; ;2023-09-27T05:17:47;ABIDJAN;XOF; ;10000000.0;CC1;SYNA;OLGA;0747560617;300;2024-05-13T00:09:51;AIRSI
;01;4111ROOPH;4111ROOPH;4111ROOPH;THE ROOPH;CI-ABJ-2018-B-30006;2022-02-17T22:09:21; ;XOF;1860317A;5000000.0;CH15;DABA;OLGA; ;400;2025-04-24T03:02:37;AIRSI
;C1;4111ROOTS;4111ROOTS;4111ROOTS;ROOTS HOTEL;CI-ABJ2014B21498;2023-12-13T00:00:34;MARCORY;XOF;1439424L;500000.0;CC1;ASSAMOI;OLGA;0700081580;400;2024-05-13T00:09:51;AIRSI
;C1;4111ROSALIE;4111ROSALIE;4111ROSALIE;TOURE ROSALIE MOMPLE; ;2024-10-05T06:40:52;ABIDJAN;XOF; ;20000000.0;ES1;BAMBA;OLGA;0707510956;300;2025-03-26T06:28:20;AIRSI
;C1;4111ROSELINE;4111ROSELINE;4111ROSELINE;KANGA AYA ROSELINE; ;2024-02-14T01:47:18;ABIDJAN;XOF; ;20000000.0;CC1;KANI;OLGA;0747719356;300;2024-08-10T05:30:13;AIRSI
;01;4111ROYALE;4111ROYALE;4111ROYALE;LA ROYALE BOUCHERIE (RBCI);CI-ABJ032022B1204984;2023-11-24T20:33:13; ;XOF;2243562D;8000000.0;CH10;SERGEMOTTO;OLGA;0707062511;100;2025-04-23T23:56:54;AIRSI
;C1;4111ROYALMARKET;4111ROYALMARKET;4111ROYALMARKET;ROYAL MARKET;CIABJ032024B1302241;2024-08-06T02:25:28;ABIDJAN;XOF;2400794A;500000.0;ES3;TOURE;OLGA;0748603813;200;2025-02-21T06:24:41;NOR
;01;4111S2P;4111S2P;4111S2P;SOCIETE DES 2 PLATEAUX (S2P);CIABJ011999B14250278;2023-05-18T05:03:51;COCODY 2 PLATEAU LATRILLE;XOF;9913422M;7000000.0;FRCHQ30FM-;OLGA;OLGA; ;200;2024-11-28T06:37:28;NOR
;01;4111S2P;4111S2P;4111S2P-2PLATEA;S2P HYPER U 2 PLATEAUX;CIABJ011999B14250278;2023-05-18T05:15:23;COCODY 2 PLATEAU LATRILLE;XOF;9913422M;7000000.0;FRCHQ30FM;OLGA;OLGA; ;200;2024-11-28T06:37:28;NOR
;C1;4111S2P;4111S2P;4111S2P-ABJMALL;S2P ABIDJAN MALL RIVIERA 3; ;2025-03-19T21:46:15;ABIDJAN;XOF; ;0.0;FRCHQ30FM-;OLGA;OLGA; ;200;2025-03-19T21:46:15;NOR
;C1;4111S2P;4111S2P;4111S2P-ABOBO;S2P ABOBO SAMAKE ; ;2025-01-23T00:04:52;ABIDJAN;XOF; ;7000000.0;FRCHQ30FM;OLGA;OLGA; ;300;2025-01-23T00:04:52;NOR
;C1;4111S2P;4111S2P;4111S2P-ANGRECH;S2P ANGRE CHU CHATEAU ; ;2025-03-11T05:12:42;ABIDJAN;XOF; ;0.0;FRCHQ30FM-;OLGA;OLGA; ;200;2025-03-11T05:12:42;NOR
